text,label,text_en,text_hi,text_bn,text_mr,text_te,text_ta,text_gu,text_ur,text_kn,text_or,text_ml
The streetlight is a play that we have to be the first source of.,streetlight,The streetlight is a play that we have to be the first source of.,सड़क की रोशनी एक खेल है कि हमें पहला स्रोत होना है.,स्टीलाइट एक नाटक है जो हमें सबसे पहला स्रोत बनना पड़ता है ।,आम्ही एखाद्या हॉटेलमध्ये आहोत.,"స్ట్రీట్‌ లైట్‌ అనేది ఒక నాటకం, మనం మొదటి మూలంగా ఉండాలి.","స్ట్రీట్‌ లైట్‌ అనేది ఒక నాటకం, మనం మొదటి మూలంగా ఉండాలి.",स्टीलाइट एक नाटक है जो हमें सबसे पहला स्रोत बनना पड़ता है ।,سڑک ایک ایسا کھیل ہے جسے ہمیں پہلے ماخذ ہونا ہے۔,"స్ట్రీట్‌ లైట్‌ అనేది ఒక నాటకం, మనం మొదటి మూలంగా ఉండాలి.",स्टीलाइट एक नाटक है जो हमें सबसे पहला स्रोत बनना पड़ता है ।,തെരുവ് ലൈറ്റ് ഒരു നാടകമാണ്. നമ്മൾ ആദ്യ സ്രോതസ്സ് ആവണം.
The road is a reflection of a society's values.,potholes,The road is a reflection of a society's values.,सड़क एक समाज के मूल्यों का प्रतिबिंब है।,सड़क समाज की मूल्ये प्रतिबिंबित करती है.,सर्वात चांगला शेजारी कोण आहे?,రహదారిఒక సమాజంలోని విలువల ప్రతిబింబం,రహదారిఒక సమాజంలోని విలువల ప్రతిబింబం,सड़क समाज की मूल्ये प्रतिबिंबित करती है.,سڑک ایک معاشرے کی اقدار کا عکس ہے.,రహదారిఒక సమాజంలోని విలువల ప్రతిబింబం,सड़क समाज की मूल्ये प्रतिबिंबित करती है.,സമൂഹ മൂല്യങ്ങളുടെ പ്രതിഫലനമാണ് റോഡ്.
Kachra itna hai ki ek side ki road block ho gayi hai.,garbage,Kachra itna hai ki ek side ki road block ho gayi hai.,Kekokoki सड़क ब्लॉक kiki.,Khachra ईथना हाय हाय ki ki ki ki सड़क ब्लॉक हो समलैय हाय.,यु. पू.,ഖാರಾthakakakikkikky റോഡ് Hoy Shahay.,ഖാರಾthakakakikkikky റോഡ് Hoy Shahay.,Khachra ईथना हाय हाय ki ki ki ki सड़क ब्लॉक हो समलैय हाय.,اس کونے کے راستے کونے کے راستے سے ہٹا دیا جاتا ہے.,ഖാರಾthakakakikkikky റോഡ് Hoy Shahay.,Khachra ईथना हाय हाय ki ki ki ki सड़क ब्लॉक हो समलैय हाय.,കാച്രാ ഇത്യാദി.. ..കക്കിൻഹൈക്ക് റോഡ് ബ്ലോക്ക് ഹോഗായി ബ്ലോക്ക്.
The garbage is a novel that we have to be the first word of.,garbage,The garbage is a novel that we have to be the first word of.,कचरा एक उपन्यास है जिसे हमें पहला शब्द कहना है ।,"कचरा ही एक उपन्यास है, जिसे हमें पहिला शब्द असणे आवश्यक आहे.",आम्ही एक कादंबरी लिहिली आहे.,"చెత్తವು, ನಾವು ప్రథమ ಪದವಾಗಿರಬೇಕಾದ ಒಂದು ನಾಣ್ಯವಾಗಿದೆ.","చెత్తವು, ನಾವು ప్రథమ ಪದವಾಗಿರಬೇಕಾದ ಒಂದು ನಾಣ್ಯವಾಗಿದೆ.","कचरा ही एक उपन्यास है, जिसे हमें पहिला शब्द असणे आवश्यक आहे.",کوڑے ایک بہت ہی عجیب بات ہے کہ ہمیں سب سے پہلی لفظ ہونا ہے۔,"చెత్తವು, ನಾವು ప్రథమ ಪದವಾಗಿರಬೇಕಾದ ಒಂದು ನಾಣ್ಯವಾಗಿದೆ.","कचरा ही एक उपन्यास है, जिसे हमें पहिला शब्द असणे आवश्यक आहे.",ചപ്പുചവറുകൾ ഒരു നോവൽ ആണ്. നമ്മൾ ആദ്യത്തെ വാക്ക് ആവണം.
Light not working.,streetlight,Light not working.,प्रकाश काम नहीं करता है.,हल्का काम करत નથી.,१४: ४.,లైట్ పనిచేయదు.,లైట్ పనిచేయదు.,हल्का काम करत નથી.,روشنی کام نہیں کرتی.,లైట్ పనిచేయదు.,हल्का काम करत નથી.,പ്രവർത്തിക്കരുത്.
The road is very slippery due to potholes.,potholes,The road is very slippery due to potholes.,रास्ते बहुत फिसलता हुआ है क्योंकि शौचालयों के कारण.,सड़क बहुत ठिकानेदार होलों के कारण फिसलती है.,(नीति.,బాంబుబులవల్ల ರಸ್ತೆ ತುಂಬ ಜಾರುವುದಕ್ಕೆ దారితీస్తోంది.,బాంబుబులవల్ల ರಸ್ತೆ ತುಂಬ ಜಾರುವುದಕ್ಕೆ దారితీస్తోంది.,सड़क बहुत ठिकानेदार होलों के कारण फिसलती है.,سڑک بہت خطرناک ہوتی ہے ۔,బాంబుబులవల్ల ರಸ್ತೆ ತುಂಬ ಜಾರುವುದಕ್ಕೆ దారితీస్తోంది.,सड़क बहुत ठिकानेदार होलों के कारण फिसलती है.,റോഡ് ആകെ വഴുവഴുപ്പുള്ളതാണ്.
pata hi nahi chalta kab aayi.,others,pata hi nahi chalta kab aayi.,पारा नाही कुता का कसा।,पाता हा नहाई कुत्ता काब बिई.,इ. स. पू.,Pidthy ನಹೀ chalta caalyiiy.,Pidthy ನಹೀ chalta caalyiiy.,पाता हा नहाई कुत्ता काब बिई.,مَیں نے اُس سے کہا : ” مَیں آپ سے بہت پیار کرتا ہوں ۔ “,Pidthy ನಹೀ chalta caalyiiy.,पाता हा नहाई कुत्ता काब बिई.,നാഹി ചെൽത്ത കൽത്ത A judge.
कचरा समय पर नहीं उठाया जा रहा है।,garbage,कचरा समय पर नहीं उठाया जा रहा है।,UDLLLLANT / तीसरे पेज पर तीसरे अध्याय को पढ़ने के लिए क्लिक करें • 2 / 15,يم الوداع japan. kgm,Byprosofsoft आवृत्ती,❍ ತಡೆಹಿಡಿಯುವ ತಡೆಗಳು,❍ ತಡೆಹಿಡಿಯುವ ತಡೆಗಳು,يم الوداع japan. kgm,وائیرڈ نیٹ ورکس (%s),❍ ತಡೆಹಿಡಿಯುವ ತಡೆಗಳು,يم الوداع japan. kgm,❍ സൗരോർജം
The road is a symphony that we have to be the devotee of.,potholes,The road is a symphony that we have to be the devotee of.,रास्ते में हमें सबसे आगे रहना होगा ।,सड़क एक सिमॉनी है जो हमें drend होना पड़ता है.,"पण, आपण हे लक्षात ठेवले पाहिजे, की आपण कितीही प्रयत्न केले तरी आपल्याला यश मिळणार नाही.",రహదారి ఒక smuse feating.,రహదారి ఒక smuse feating.,सड़क एक सिमॉनी है जो हमें drend होना पड़ता है.,سڑک ایک سکہ ہے کہ ہمیں ایک خادم ہونا ہے.,రహదారి ఒక smuse feating.,सड़क एक सिमॉनी है जो हमें drend होना पड़ता है.,റോഡ് ഒരു സിംഫോൺ ആണ്.. നമ്മൾ ഒരു റഫറി ആയി മാറണം.
Please repair the damaged road near the bus stop.,potholes,Please repair the damaged road near the bus stop.,बस बंद के पास खराब सड़क मरम्मत कृपया.,कृपया बस سٹاپ के पास खराब रस्ते की मरम्मत करें.,गाडी बंद करा.,"దయచేసి, బస్సు ஸ்டாപ്‌ దగ్గరే పాడైన சாலைను బాగుచేయండి.","దయచేసి, బస్సు ஸ்டாപ്‌ దగ్గరే పాడైన சாலைను బాగుచేయండి.",कृपया बस سٹاپ के पास खराब रस्ते की मरम्मत करें.,براہ مہربانی بس کے قریب سڑک کے قریب خرابی کی مرمت کریں.,"దయచేసి, బస్సు ஸ்டாപ്‌ దగ్గరే పాడైన சாலைను బాగుచేయండి.",कृपया बस سٹاپ के पास खराब रस्ते की मरम्मत करें.,ബസ് സ്റ്റോപ്പിനടുത്ത് കേടുപാടുകൾ സംഭവിച്ച റോഡ് നന്നാക്കൂ.
Kachra pada hai.,garbage,Kachra pada hai.,कारा ग्रिडा जय.,Kachra Paada हाय.,जे.,ഖാറാపദ ഹായി.,ഖാറാపദ ഹായി.,Kachra Paada हाय.,کوہِ‌کی‌کی‌کیس ۔,ഖാറാపദ ഹായി.,Kachra Paada हाय.,കച്ചറ a kind of hair.
Kachra sad-sad ke badbu maar raha hai.,garbage,Kachra sad-sad ke badbu maar raha hai.,काचरा दुखी आदमी hoakaaaaga.,Kachra दुःखी-साद के गडबु मरार राha हाय.,यु. पू.,ഖാರಾ ദു: ഖദ്- അസദ്-Keeybug gair rahahahay.,ഖാರಾ ദു: ഖദ്- അസദ്-Keeybug gair rahahahay.,Kachra दुःखी-साद के गडबु मरार राha हाय.,-کیا؟ - ٹھیک ہے؟ - ٹھیک ہے۔ - ٹھیک ہے۔,ഖാರಾ ദു: ഖദ്- അസദ്-Keeybug gair rahahahay.,Kachra दुःखी-साद के गडबु मरार राha हाय.,കാച്ചിറ ദു:ഖം a kind of a kind of mountain Mud.
